15,2,1,5,4,4,0,0,0,0,15634,6.8,16355,201,45,71,-359,20.1,1563.4,14,1,0,4,5,4,1,1,0,0,15563,6.8,16714,222,38,-71,359,22.2,1556.3,0
40,2,0,6,4,4,0,0,0,0,16085,7.4,19076,204,56,275,872,20.4,1608.5,15,1,1,4,6,5,1,1,0,0,15810,7.2,18204,223,62,-275,-872,22.3,1581.0,1
24,3,0,3,4,6,0,0,0,0,14981,6.8,17082,235,52,-809,638,23.5,1498.1,17,2,1,4,3,7,2,1,1,0,15790,6.8,16444,218,50,809,-638,21.8,1579.0,0
12,4,0,2,8,2,1,1,0,0,15421,7.2,19276,217,84,-2771,-1125,21.7,1542.1,14,2,1,8,2,5,0,0,0,0,18192,7.4,20401,234,64,2771,1125,23.4,1819.2,0
20,2,1,5,6,4,1,0,1,0,15665,6.8,17716,203,48,-1730,-1236,20.3,1566.5,40,4,0,6,5,6,1,1,0,0,17395,7.0,18952,214,67,1730,1236,21.4,1739.5,0
11,3,0,7,9,5,1,0,1,0,17528,7.2,19609,234,68,-904,1377,23.4,1752.8,18,1,1,9,7,9,1,1,0,0,18432,7.0,18232,227,40,904,-1377,22.7,1843.2,0
18,2,0,3,6,3,1,0,1,0,15032,6.6,16832,213,48,-1683,-1363,21.3,1503.2,36,3,1,6,3,6,1,1,0,0,16715,7.0,18195,236,44,1683,1363,23.6,1671.5,0
28,3,0,4,11,3,0,0,0,0,15483,6.8,17362,222,48,-3025,-1833,22.2,1548.3,41,0,1,11,4,16,1,1,0,0,18508,7.2,19195,213,39,3025,1833,21.3,1850.8,0
36,1,0,10,6,12,0,0,0,0,19226,7.4,20118,231,44,3004,2300,23.1,1922.6,16,2,1,6,10,7,0,0,0,0,16222,7.0,17818,185,39,-3004,-2300,18.5,1622.2,1
18,3,0,9,6,14,1,1,0,0,16945,6.8,17806,204,36,1574,761,20.4,1694.5,17,2,1,6,9,6,0,0,0,0,15371,6.8,17045,194,54,-1574,-761,19.4,1537.1,1
12,2,1,5,5,3,0,0,0,0,15000,6.6,16493,233,16,-1036,-1423,23.3,1500.0,19,1,0,5,5,4,0,0,0,0,16036,7.0,17916,221,44,1036,1423,22.1,1603.6,1
18,4,1,3,4,2,1,0,1,0,15888,7.4,19090,252,60,16,433,25.2,1588.8,39,4,0,4,3,2,1,1,0,0,15872,7.0,18657,243,49,-16,-433,24.3,1587.2,0
41,0,0,1,10,0,0,0,0,0,12925,6.4,15498,187,32,-6386,-4210,18.7,1292.5,12,1,1,10,1,6,1,0,1,1,19311,7.2,19708,247,56,6386,4210,24.7,1931.1,0
14,4,1,11,2,9,0,0,0,0,19250,7.6,19703,251,48,5096,3310,25.1,1925.0,15,3,0,2,11,2,0,0,0,0,14154,6.4,16393,196,53,-5096,-3310,19.6,1415.4,1
19,1,1,8,4,5,1,1,0,1,18355,7.0,18790,218,54,2756,1683,21.8,1835.5,13,5,0,4,8,5,0,0,0,0,15599,6.8,17107,200,57,-2756,-1683,20.0,1559.9,1
15,2,0,2,3,2,1,0,1,0,13978,6.6,16429,180,44,-977,-1025,18.0,1397.8,12,4,1,3,2,1,0,0,0,0,14955,6.8,17454,218,56,977,1025,21.8,1495.5,1
16,1,0,5,5,8,0,0,0,0,15851,6.8,17366,206,56,-808,-1655,20.6,1585.1,38,6,1,5,5,6,0,0,0,0,16659,7.2,19021,241,44,808,1655,24.1,1665.9,0
14,0,0,7,9,5,0,0,0,0,16474,6.6,17408,209,50,-1559,-407,20.9,1647.4,22,4,1,9,7,13,1,1,0,0,18033,6.8,17815,206,53,1559,407,20.6,1803.3,0
18,0,0,6,8,6,0,0,0,0,16590,7.0,18284,213,49,544,75,21.3,1659.0,12,1,1,8,6,7,0,0,0,0,16046,7.0,18209,182,44,-544,-75,18.2,1604.6,1
22,4,1,5,2,2,2,1,1,0,15737,7.0,18634,217,53,1381,1017,21.7,1573.7,16,3,0,2,5,1,0,0,0,0,14356,7.0,17617,212,60,-1381,-1017,21.2,1435.6,1
37,2,1,5,3,5,0,0,0,0,16990,7.4,19634,248,54,2031,1449,24.8,1699.0,15,1,0,3,5,5,1,1,0,0,14959,7.0,18185,210,68,-2031,-1449,21.0,1495.9,1
14,4,0,3,3,2,1,1,0,0,15297,7.0,19210,246,56,131,370,24.6,1529.7,20,2,1,3,3,1,0,0,0,0,15166,7.2,18840,227,64,-131,-370,22.7,1516.6,0
16,2,0,4,10,4,1,0,1,0,15651,7.0,17696,224,53,-2699,-2749,22.4,1565.1,30,2,1,10,4,11,1,1,0,0,18350,7.4,20445,201,54,2699,2749,20.1,1835.0,0
17,0,1,5,7,7,1,1,0,0,15587,6.8,16746,181,63,-1672,-2698,18.1,1558.7,14,0,0,7,5,6,0,0,0,0,17259,7.4,19444,218,76,1672,2698,21.8,1725.9,0
19,3,1,10,6,11,1,1,0,0,17777,7.2,18131,213,42,1201,316,21.3,1777.7,18,4,0,6,10,5,0,0,0,0,16576,6.8,17815,234,44,-1201,-316,23.4,1657.6,1
29,3,1,7,5,5,2,1,1,0,16426,7.0,18407,222,55,-108,59,22.2,1642.6,14,4,0,5,7,4,0,0,0,0,16534,6.8,18348,247,44,108,-59,24.7,1653.4,1
12,0,0,10,7,11,0,0,0,1,20278,7.2,19575,236,58,4633,2269,23.6,2027.8,20,1,1,7,10,6,1,1,0,0,15645,6.6,17306,182,45,-4633,-2269,18.2,1564.5,0
18,4,0,2,7,0,0,0,0,0,13791,6.6,16437,191,62,-2262,-1391,19.1,1379.1,18,3,1,7,2,4,1,1,0,0,16053,6.8,17828,218,48,2262,1391,21.8,1605.3,0
24,3,0,6,7,5,0,0,0,0,16505,7.0,17667,208,70,-49,500,20.8,1650.5,17,2,1,7,6,10,1,1,0,0,16554,6.8,17167,207,45,49,-500,20.7,1655.4,0
18,2,1,6,4,4,1,1,0,0,17277,7.2,19610,229,54,1687,1089,22.9,1727.7,36,3,0,4,6,5,1,0,1,0,15590,7.2,18521,232,56,-1687,-1089,23.2,1559.0,1
122,3,1,9,1,10,2,1,1,0,18269,7.2,19659,229,68,3933,2922,22.9,1826.9,14,3,0,1,9,1,0,0,0,0,14336,6.4,16737,233,40,-3933,-2922,23.3,1433.6,1
12,4,0,4,10,3,1,1,0,0,14166,6.6,15959,203,41,-4061,-4397,20.3,1416.6,16,2,1,10,4,6,0,0,0,0,18227,7.4,20356,224,72,4061,4397,22.4,1822.7,0
52,2,0,6,12,7,0,0,0,0,15456,6.6,16280,188,42,-4920,-3280,18.8,1545.6,15,1,1,12,6,11,1,0,1,1,20376,7.4,19560,240,62,4920,3280,24.0,2037.6,0
19,2,0,4,5,2,0,0,0,0,15180,7.0,17773,210,52,-1705,-1839,21.0,1518.0,11,4,1,5,4,1,0,0,0,0,16885,7.2,19612,227,62,1705,1839,22.7,1688.5,0
32,4,1,7,8,8,1,1,0,0,16179,6.8,16814,212,46,105,-1547,21.2,1617.9,24,5,0,8,7,5,1,0,1,0,16074,7.0,18361,200,42,-105,1547,20.0,1607.4,0
14,0,0,3,5,3,0,0,0,0,16026,7.0,18490,233,57,-554,521,23.3,1602.6,11,1,1,5,3,6,1,1,0,0,16580,6.8,17969,234,44,554,-521,23.4,1658.0,1
19,5,1,4,5,4,0,0,0,0,14850,6.8,17145,198,53,-1037,-1577,19.8,1485.0,18,4,0,5,4,5,1,1,0,0,15887,7.0,18722,241,44,1037,1577,24.1,1588.7,0
16,2,1,9,8,7,1,0,1,0,17347,7.0,18573,202,62,-1144,480,20.2,1734.7,13,5,0,8,9,11,1,1,0,1,18491,7.0,18093,199,45,1144,-480,19.9,1849.1,0
36,0,1,5,4,6,0,0,0,0,15887,6.8,17591,200,32,1173,953,20.0,1588.7,12,1,0,4,5,3,1,1,0,0,14714,6.6,16638,186,63,-1173,-953,18.6,1471.4,1
18,2,1,8,2,11,0,0,0,0,17399,7.0,19449,232,44,3194,2534,23.2,1739.9,13,3,0,2,8,2,1,1,0,0,14205,6.6,16915,208,51,-3194,-2534,20.8,1420.5,0
13,3,1,2,7,1,1,1,0,0,13828,6.6,16629,204,38,-2622,-1136,20.4,1382.8,12,0,0,7,2,7,0,0,0,0,16450,6.8,17765,192,36,2622,1136,19.2,1645.0,0
15,3,1,6,4,4,1,1,0,0,16645,7.2,19110,242,52,1151,470,24.2,1664.5,15,2,0,4,6,3,1,0,1,0,15494,7.0,18640,205,50,-1151,-470,20.5,1549.4,1
50,4,1,6,4,8,2,1,1,0,16248,6.8,17200,200,52,1463,1490,20.0,1624.8,48,2,0,4,6,8,0,0,0,0,14785,6.6,15710,169,52,-1463,-1490,16.9,1478.5,1
14,2,0,4,6,1,0,0,0,0,15310,7.0,18337,221,52,-1038,-1307,22.1,1531.0,15,2,1,6,4,5,2,1,1,0,16348,7.2,19644,226,66,1038,1307,22.6,1634.8,0
17,2,1,8,4,7,1,0,1,0,16784,6.6,17242,212,40,1424,1060,21.2,1678.4,13,4,0,4,8,5,0,0,0,0,15360,6.4,16182,180,61,-1424,-1060,18.0,1536.0,1
18,1,0,13,9,18,1,1,0,0,19032,7.4,18951,232,44,527,721,23.2,1903.2,12,4,1,9,13,5,0,0,0,0,18505,7.0,18230,216,63,-527,-721,21.6,1850.5,1
17,5,0,7,6,12,0,0,0,0,17518,7.2,18342,242,46,1807,932,24.2,1751.8,52,4,1,6,7,9,2,1,1,0,15711,6.8,17410,198,60,-1807,-932,19.8,1571.1,0
43,6,1,11,4,12,1,0,1,0,18976,7.4,20326,256,43,2856,1262,25.6,1897.6,16,0,0,4,11,6,1,1,0,0,16120,7.2,19064,210,72,-2856,-1262,21.0,1612.0,0
12,1,0,6,6,10,1,1,0,0,16143,6.6,16617,204,56,-964,-2454,20.4,1614.3,13,1,1,6,6,3,1,0,1,0,17107,7.0,19071,241,56,964,2454,24.1,1710.7,0
20,2,0,7,8,6,1,0,1,0,15868,7.0,17111,199,51,-178,524,19.9,1586.8,42,7,1,8,7,6,1,1,0,0,16046,6.8,16587,178,47,178,-524,17.8,1604.6,0
18,3,0,9,8,7,1,1,0,0,17977,7.0,18162,235,41,705,192,23.5,1797.7,16,0,1,8,9,8,0,0,0,0,17272,7.0,17970,207,44,-705,-192,20.7,1727.2,1
16,0,0,10,10,14,1,1,0,0,18138,7.0,18159,208,55,908,306,20.8,1813.8,15,1,1,10,10,16,0,0,0,0,17230,7.0,17853,210,44,-908,-306,21.0,1723.0,1
14,2,0,7,2,12,2,1,1,0,18025,7.2,19864,261,68,3558,3243,26.1,1802.5,25,0,1,2,7,3,0,0,0,0,14467,6.8,16621,220,56,-3558,-3243,22.0,1446.7,1
12,6,0,1,6,0,0,0,0,0,14625,6.8,17769,241,56,-1299,-49,24.1,1462.5,53,1,1,6,1,3,1,1,0,0,15924,7.0,17818,218,47,1299,49,21.8,1592.4,0
16,4,0,5,8,7,1,1,0,0,15752,6.6,17113,201,48,-1763,-1864,20.1,1575.2,19,2,1,8,5,6,0,0,0,0,17515,7.2,18977,248,40,1763,1864,24.8,1751.5,1
15,0,0,10,4,12,0,0,0,0,18480,7.4,19565,232,64,2547,2189,23.2,1848.0,12,1,1,4,10,4,0,0,0,0,15933,6.6,17376,247,41,-2547,-2189,24.7,1593.3,1
13,3,0,3,10,2,1,1,0,0,14995,6.6,16206,210,53,-3685,-3119,21.0,1499.5,20,3,1,10,3,13,1,0,1,0,18680,7.4,19325,200,67,3685,3119,20.0,1868.0,0
83,13,1,7,11,3,0,0,0,0,15655,6.4,15827,194,25,-3689,-4682,19.4,1565.5,35,2,0,11,7,7,1,1,0,0,19344,7.2,20509,216,59,3689,4682,21.6,1934.4,0
17,4,1,3,5,2,0,0,0,0,15562,7.2,18590,236,73,-764,803,23.6,1556.2,33,4,0,5,3,6,2,1,1,0,16326,6.8,17787,233,46,764,-803,23.3,1632.6,0
16,3,1,9,2,5,0,0,0,0,17139,7.2,19137,223,51,3037,2694,22.3,1713.9,14,2,0,2,9,2,1,1,0,0,14102,6.6,16443,213,41,-3037,-2694,21.3,1410.2,1
14,4,1,7,7,6,0,0,0,1,19229,7.2,18820,257,62,3545,2162,25.7,1922.9,19,3,0,7,7,10,1,1,0,0,15684,6.6,16658,145,36,-3545,-2162,14.5,1568.4,1
14,2,0,7,7,10,1,1,0,0,16972,7.2,19060,209,48,-1031,-394,20.9,1697.2,16,4,1,7,7,7,0,0,0,0,18003,7.4,19454,255,60,1031,394,25.5,1800.3,0
17,1,0,5,10,6,0,0,0,0,16249,7.0,18383,213,59,-1796,-749,21.3,1624.9,16,2,1,10,5,15,1,1,0,0,18045,7.0,19132,214,44,1796,749,21.4,1804.5,0
16,6,1,5,4,9,0,0,0,0,16415,6.8,17645,247,37,1626,747,24.7,1641.5,17,2,0,4,5,5,1,1,0,0,14789,7.0,16898,203,51,-1626,-747,20.3,1478.9,1
40,1,0,6,8,10,1,0,1,0,18012,7.2,19837,250,70,832,1330,25.0,1801.2,12,1,1,8,6,11,1,1,0,0,17180,7.0,18507,186,48,-832,-1330,18.6,1718.0,1
16,0,0,11,6,11,2,1,1,0,19294,7.4,20668,242,52,2750,2647,24.2,1929.4,14,2,1,6,11,9,0,0,0,0,16544,7.0,18021,203,52,-2750,-2647,20.3,1654.4,1
16,1,0,5,8,4,1,0,1,0,15383,6.8,17243,227,28,-1524,-827,22.7,1538.3,11,3,1,8,5,11,0,0,0,0,16907,7.0,18070,186,39,1524,827,18.6,1690.7,0
16,4,1,6,8,2,1,1,0,0,15777,6.6,17401,224,53,-1370,-875,22.4,1577.7,20,2,0,8,6,9,0,0,0,0,17147,7.0,18276,210,36,1370,875,21.0,1714.7,0
14,3,0,4,6,4,0,0,0,0,14805,6.6,17323,209,43,-1506,-412,20.9,1480.5,17,3,1,6,4,7,1,1,0,0,16311,7.0,17735,231,44,1506,412,23.1,1631.1,0
13,5,0,6,7,2,0,0,0,0,15244,6.6,16787,199,52,-1101,-718,19.9,1524.4,17,4,1,7,6,5,2,1,1,0,16345,7.0,17505,212,40,1101,718,21.2,1634.5,0
18,4,0,8,3,7,1,0,1,0,17574,7.2,19195,252,44,2774,2207,25.2,1757.4,15,4,1,3,8,2,1,1,0,0,14800,6.6,16988,225,47,-2774,-2207,22.5,1480.0,0
24,0,0,8,11,9,0,0,0,0,16655,7.0,17831,222,44,-1806,-588,22.2,1665.5,13,3,1,11,8,13,2,1,1,0,18461,7.0,18419,215,55,1806,588,21.5,1846.1,0
12,5,0,6,4,8,1,1,0,0,16855,7.0,18370,248,44,1265,1248,24.8,1685.5,16,5,1,4,6,4,1,0,1,0,15590,6.8,17122,207,52,-1265,-1248,20.7,1559.0,0
17,3,0,6,14,4,0,0,0,0,15786,6.6,16995,200,46,-4443,-4140,20.0,1578.6,16,3,1,14,6,9,1,1,0,0,20229,7.6,21135,227,66,4443,4140,22.7,2022.9,1
19,3,0,3,5,1,0,0,0,0,15143,7.2,19080,233,59,-927,967,23.3,1514.3,16,4,1,5,3,7,1,1,0,0,16070,7.0,18113,216,48,927,-967,21.6,1607.0,0
12,3,1,9,5,9,0,0,0,0,17309,7.0,18904,221,36,1425,728,22.1,1730.9,14,2,0,5,9,3,2,1,1,0,15884,6.8,18176,208,44,-1425,-728,20.8,1588.4,1
14,3,0,6,4,6,1,1,0,0,16416,7.4,19684,211,60,1177,1161,21.1,1641.6,14,0,1,4,6,2,0,0,0,0,15239,7.0,18523,204,71,-1177,-1161,20.4,1523.9,1
19,2,1,2,7,2,1,1,0,0,15222,7.0,17812,231,64,-1586,410,23.1,1522.2,17,5,0,7,2,14,1,0,1,0,16808,6.8,17402,211,64,1586,-410,21.1,1680.8,1
16,2,0,5,10,3,2,1,1,0,15526,6.8,17629,232,44,-2896,-2081,23.2,1552.6,15,2,1,10,5,6,0,0,0,0,18422,7.4,19710,236,76,2896,2081,23.6,1842.2,0
18,1,0,12,9,10,0,0,0,0,17597,6.4,15938,143,48,905,1054,14.3,1759.7,12,3,1,9,12,9,0,0,0,0,16692,6.2,14884,181,40,-905,-1054,18.1,1669.2,1
17,1,1,9,17,17,0,0,0,0,16834,6.2,14815,187,29,-3887,-3392,18.7,1683.4,31,1,0,17,9,21,0,0,0,0,20721,7.0,18207,211,40,3887,3392,21.1,2072.1,0
32,2,1,12,6,12,1,1,0,0,19058,7.2,19575,202,47,3413,2984,20.2,1905.8,16,2,0,6,12,7,0,0,0,0,15645,6.6,16591,210,39,-3413,-2984,21.0,1564.5,1
16,2,1,7,9,5,2,1,1,0,16806,7.0,18034,228,48,-256,-1580,22.8,1680.6,34,2,0,9,7,7,0,0,0,0,17062,7.4,19614,230,52,256,1580,23.0,1706.2,0
19,5,1,7,10,7,0,0,0,0,16643,6.8,17554,227,44,-1820,-1412,22.7,1664.3,17,7,0,10,7,11,0,0,0,0,18463,7.2,18966,231,45,1820,1412,23.1,1846.3,1
14,1,1,6,4,12,1,1,0,0,16189,6.8,17737,224,39,625,-534,22.4,1618.9,102,1,0,4,6,4,0,0,0,0,15564,7.0,18271,217,48,-625,534,21.7,1556.4,1
12,2,0,2,6,1,0,0,0,0,14095,6.8,17286,196,60,-3628,-2009,19.6,1409.5,14,2,1,6,2,4,1,1,0,0,17723,7.0,19295,266,60,3628,2009,26.6,1772.3,0
30,6,1,5,5,7,1,0,1,0,16804,6.8,17544,217,67,769,480,21.7,1680.4,16,4,0,5,5,6,1,1,0,0,16035,6.4,17064,233,54,-769,-480,23.3,1603.5,0
18,5,0,8,8,8,1,1,0,0,17305,7.0,18192,229,43,-576,-682,22.9,1730.5,18,3,1,8,8,6,1,0,1,0,17881,7.0,18874,198,66,576,682,19.8,1788.1,0
14,16,0,3,9,2,0,0,0,0,14539,6.4,16806,213,40,-3900,-3550,21.3,1453.9,42,2,1,9,3,8,1,1,0,0,18439,7.6,20356,255,51,3900,3550,25.5,1843.9,0
14,2,0,9,8,10,1,1,0,0,17530,7.0,18299,192,43,-7,-231,19.2,1753.0,19,2,1,8,9,8,1,0,1,0,17537,7.2,18530,209,60,7,231,20.9,1753.7,1
13,6,1,10,7,10,0,0,0,0,18431,7.2,19562,207,44,1683,1433,20.7,1843.1,14,3,0,7,10,5,1,1,0,0,16748,7.0,18129,231,56,-1683,-1433,23.1,1674.8,1
16,4,0,3,10,2,0,0,0,0,14032,6.8,16550,193,40,-4782,-3408,19.3,1403.2,17,8,1,10,3,11,1,1,0,0,18814,7.4,19958,245,51,4782,3408,24.5,1881.4,0
38,3,1,9,7,11,1,1,0,0,17869,7.0,17810,205,40,636,-214,20.5,1786.9,14,1,0,7,9,9,0,0,0,0,17233,6.8,18024,215,48,-636,214,21.5,1723.3,1
40,1,0,7,14,6,1,1,0,0,15974,6.2,16174,183,37,-3421,-2624,18.3,1597.4,13,4,1,14,7,12,0,0,0,0,19395,7.2,18798,219,49,3421,2624,21.9,1939.5,1
18,5,0,5,3,6,1,1,0,0,16108,7.2,18920,240,61,976,1599,24.0,1610.8,39,3,1,3,5,5,0,0,0,0,15132,6.8,17321,230,42,-976,-1599,23.0,1513.2,1
40,3,0,6,7,6,0,0,0,0,16302,6.8,17297,212,52,-211,-1305,21.2,1630.2,17,4,1,7,6,7,1,0,1,0,16513,7.2,18602,211,46,211,1305,21.1,1651.3,0
18,5,0,7,5,6,0,0,0,0,16750,6.8,17603,215,52,1221,462,21.5,1675.0,35,3,1,5,7,5,0,0,0,0,15529,6.8,17141,197,48,-1221,-462,19.7,1552.9,1
17,5,0,7,1,8,0,0,0,0,16506,7.2,18669,226,36,2037,1291,22.6,1650.6,35,3,1,1,7,0,1,1,0,0,14469,6.6,17378,217,80,-2037,-1291,21.7,1446.9,1
15,5,1,6,3,11,1,1,0,0,16389,7.0,17937,241,36,817,-94,24.1,1638.9,38,2,0,3,6,3,0,0,0,0,15572,6.8,18031,229,58,-817,94,22.9,1557.2,1
18,2,1,4,4,4,0,0,0,0,15760,7.0,18295,215,48,-137,-351,21.5,1576.0,15,1,0,4,4,1,1,1,0,0,15897,7.0,18646,227,72,137,351,22.7,1589.7,1
43,6,1,4,7,4,1,1,0,0,15176,6.4,16820,226,33,-1539,-1497,22.6,1517.6,23,9,0,7,4,12,0,0,0,0,16715,7.2,18317,205,52,1539,1497,20.5,1671.5,1
13,5,0,5,7,4,0,0,0,0,15196,6.4,16908,191,48,-1707,-1286,19.1,1519.6,62,3,1,7,5,10,1,1,0,0,16903,7.0,18194,216,51,1707,1286,21.6,1690.3,0
13,1,0,6,9,2,1,1,0,0,16250,7.0,17537,228,55,-556,-235,22.8,1625.0,17,1,1,9,6,13,0,0,0,0,16806,6.8,17772,143,60,556,235,14.3,1680.6,1
20,1,1,9,7,15,1,1,0,0,16541,6.6,16779,199,37,-146,-717,19.9,1654.1,12,3,0,7,9,8,1,0,1,0,16687,6.8,17496,225,44,146,717,22.5,1668.7,1
15,1,1,12,4,9,1,0,1,0,18657,7.2,19205,227,37,4083,2884,22.7,1865.7,15,2,0,4,12,1,1,1,0,0,14574,6.6,16321,191,52,-4083,-2884,19.1,1457.4,1
17,1,0,5,5,6,0,0,0,0,16873,7.2,19105,223,64,1389,1418,22.3,1687.3,38,2,1,5,5,7,1,1,0,0,15484,6.8,17687,226,49,-1389,-1418,22.6,1548.4,1
